,DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Bayes Classification
13630,McDonald's,less wealthy,11411,Hamburgers,9/4/19,10F,N,1,9/4/19,40.69614501,-73.74336087,413,27,59800,4576020,4113170009,QN33,1
13631,DYCKMAN BILLIARDS CAFE,wealthier,10040,American,11/19/19,06D,Y,1,11/19/19,40.86176532,-73.92486394,112,10,28500,1064176,1021740066,MN35,1
13632,STARBUCKS COFFEE,wealthier,10065,Café/Coffee/Tea,11/7/19,10F,N,1,11/7/19,40.76428561,-73.96457192,108,4,11000,1043861,1014180001,MN31,1
13633,MIMI CHENG'S DUMPLINGS,wealthier,10013,Chinese,4/3/19,06F,Y,1,4/3/19,40.72034463,-73.99642851,102,1,4100,1077734,1004800041,MN24,1
13634,REGO PARK FAMOUS PIZZA,less wealthy,11374,Pizza,11/21/19,10F,N,1,11/21/19,40.73258158,-73.85642128,406,29,72100,4050655,4021110011,QN17,1
13635,EL NOEL ECO-CENTER FOR INTEGRATIVE WELLNESS,less wealthy,11238,"Juice, Smoothies, Fruit Salads",6/4/19,09C,N,1,6/4/19,40.68266238,-73.96672107,302,35,19900,3057552,3020117501,BK69,1
13636,WIN SON,less wealthy,11206,Asian,8/21/19,04M,Y,1,8/21/19,40.70743846,-73.94323158,301,34,50500,3071122,3030520026,BK90,1
13637,BARN JOO 35,wealthier,10001,Korean,8/29/19,04L,Y,1,8/29/19,40.74964137,-73.98540457,105,4,7600,1015879,1008360062,MN17,1
13638,LA SALLE DUMPLING ROOM,wealthier,10027,Chinese,12/2/19,08A,N,1,12/2/19,40.81391182,-73.95959606,109,7,21100,1059849,1019930073,MN09,1
13639,POMMES FRITES,wealthier,10012,Not Listed/Not Applicable,5/22/19,10F,N,1,5/22/19,40.73016821,-74.00032834,102,1,6500,1008700,1005400013,MN23,1
13640,VIACOM CONFERENCE CENTER,wealthier,10036,Café/Coffee/Tea,10/25/19,10B,N,1,10/25/19,40.75762868,-73.98580348,105,3,11900,1024714,1010160036,MN17,1
13641,LE COUCOU,wealthier,10013,French,10/4/19,06D,Y,1,10/4/19,40.71907661,-73.9999531,102,1,4500,1002687,1002090019,MN24,1
13642,PRESSED JUICERY,wealthier,10025,"Bottled beverages, including water, sodas, juices, etc.",10/23/19,10B,N,1,10/23/19,40.80473006,-73.96629498,109,7,19900,1075440,1018947501,MN09,1
13643,THE HOP SHOPPE,wealthier,10304,American,12/3/18,08A,N,1,12/3/18,40.629135600000005,-74.07955655,501,49,2100,5013510,5005150043,SI37,1
13644,XING SHUN DA RESTAURANT,less wealthy,11355,Chinese,6/25/19,02G,Y,1,6/25/19,40.75339116,-73.8222136,407,20,79701,4115907,4051370110,QN22,1
13645,SO GO CAFE,wealthier,10002,Chinese,4/4/19,06D,Y,1,4/4/19,40.71596102,-73.99203863,103,1,1600,1003887,1003000019,MN27,1
13646,GROUND CENTRAL COFFEE COMPANY,wealthier,10004,Café/Coffee/Tea,10/18/19,10F,N,1,10/18/19,40.70362856,-74.01058914,101,1,900,1079001,1000300001,MN25,1
13647,FUEL FEVER II,wealthier,10305,American,10/16/19,04N,Y,1,10/16/19,40.59859616,-74.0809064,502,50,6400,5047550,5032370052,SI14,1
13648,BRONX DRAFTHOUSE,less wealthy,10452,American,2/21/19,06A,Y,1,2/21/19,40.82792535,-73.92467465,204,8,19500,2002920,2024760061,BX63,1
13649,Milly's Pizzeria,less wealthy,11206,Pizza,5/31/19,06F,Y,1,5/31/19,40.69918287,-73.93921027,303,36,28501,3042842,3015790030,BK78,1
13650,CARVEL,wealthier,10309,"Ice Cream, Gelato, Yogurt, Ices",2/27/19,10F,N,1,2/27/19,40.55124585,-74.2117516,503,51,20801,5110507,5070540518,SI32,1
13651,DBSK,less wealthy,11354,Korean,5/24/19,10D,N,1,5/24/19,40.76630156,-73.83252185,407,20,86900,4000000,4049500001,QN22,1
13652,ALIBI LOUNGE,wealthier,12345,American,8/30/19,10H,N,1,8/30/19,40.81772219,-73.94194128,110,9,23000,1060295,1020240035,MN03,1
13653,SUNNY RESTAURANT,less wealthy,11691,Tex-Mex,3/11/19,09B,N,1,3/11/19,40.60313181,-73.75314778,414,31,100802,4300149,4157040060,QN15,1
13654,SUSHI MESHUGA,less wealthy,11229,Japanese,1/7/20,02B,Y,0,1/7/20,40.61001562,-73.95658296,315,48,55200,3182475,3067800066,BK44,0
13655,LENNY'S PIZZERIA,less wealthy,11225,Pizza,11/27/19,04K,Y,1,11/27/19,40.66270764,-73.95086074,309,40,32900,3035058,3013200044,BK60,1
13656,TABLETIME,wealthier,10017,American,1/3/19,06C,Y,1,1/3/19,40.75316212,-73.98017385,105,4,8200,1035340,1012760065,MN20,1
13657,COACH,wealthier,10001,American,11/8/19,10B,N,1,11/8/19,40.75245019,-74.00070382,104,3,9900,1089323,1007020010,MN13,1
13658,HOA NOODLE AND TEA,wealthier,10014,Chinese,8/27/19,02B,Y,1,8/27/19,40.733398799999996,-73.99972216,102,3,7100,1010269,1005930022,MN23,1
13659,TERRIFIC  WINGS,wealthier,10035,American,3/28/19,02B,Y,1,3/28/19,40.80006178,-73.94054809999999,111,8,18200,1054348,1017670021,MN34,1
13660,YVES,wealthier,10013,American,12/17/19,04C,Y,1,12/17/19,40.72020426,-74.01015527,101,1,3900,1002123,1001880009,MN24,1
13661,C'MON EVERYBODY,less wealthy,11238,American,1/10/19,04L,Y,1,1/10/19,40.68829146,-73.9570871,303,36,23300,3055808,3019540004,BK75,1
13662,GALATA MEDITERRANEAN CUISINE,wealthier,10016,Turkish,10/16/19,02G,Y,1,10/16/19,40.74549553,-73.97761379999999,106,2,7000,1020133,1009140054,MN20,1
13663,ASUKA SUSHI,wealthier,10011,Japanese,7/22/19,09C,N,1,7/22/19,40.74545928,-73.99891732,104,3,9300,1013429,1007467503,MN13,1
13664,TAJ MAHAL LOUNGE,less wealthy,11103,Middle Eastern,2/11/19,10B,N,1,2/11/19,40.76755928,-73.9119922,401,22,14300,4011431,4006840135,QN70,1
13665,KUMO JAPANESE CUISINE,less wealthy,11226,Japanese,10/25/19,10F,N,1,10/25/19,40.64088638,-73.96512773,314,40,52000,3118673,3051570003,BK42,1
13666,D  EDGE FOOD BASKETT,less wealthy,11435,Caribbean,2/20/19,10F,N,1,2/20/19,40.69885237,-73.80684124,412,27,20800,4213957,4099930023,QN61,1
13667,BAGEL MILL,wealthier,10128,Bagels/Pretzels,9/30/19,08C,N,0,9/30/19,40.77841216,-73.94823668,108,5,14402,1050614,1015680001,MN32,0
13668,LOLITAS KITCHEN & BURGER HOUSE,wealthier,10128,Mexican,9/23/19,06F,Y,1,9/23/19,40.78220222,-73.95362123,108,4,14802,1048253,1015190016,MN40,1
13669,BAOBURG,less wealthy,11222,Thai,11/25/19,06E,Y,0,11/25/19,40.72332581,-73.95052364,301,33,56900,3066764,3026800050,BK76,0
13670,CARVEL 1939,less wealthy,11204,"Ice Cream, Gelato, Yogurt, Ices",7/23/19,10B,N,1,7/23/19,40.61359884,-73.98170659,311,47,25600,3134083,3055570043,BK28,1
13671,LENWICH,wealthier,10036,Soups & Sandwiches,3/27/19,10F,N,1,3/27/19,40.75819878,-73.98032034,105,4,9600,1034500,1012630066,MN17,1
13672,BEBE FRITAY RESTAURANT,less wealthy,11226,Creole,4/2/19,02B,Y,1,4/2/19,40.64913928,-73.96302965,314,40,51200,3117080,3050970089,BK42,1
13673,JUDY,wealthier,10018,Korean,6/5/19,10F,N,1,6/5/19,40.7493667,-73.98389240000002,105,4,8400,1015898,1008370040,MN17,1
13674,CHANG NOI THAI,wealthier,10301,Thai,1/18/19,09B,N,1,1/18/19,40.64358836,-74.07741181,501,49,300,5000083,5000080046,SI22,1
13675,TONY'S PIZZA,less wealthy,11237,Pizza,4/23/19,02G,Y,1,4/23/19,40.70115452,-73.92250305,304,37,42900,3073572,3032350034,BK77,1
13676,SPICE KITCHEN,less wealthy,11378,Indian,1/10/19,10D,N,1,1/10/19,40.72781738,-73.8921397,405,30,49302,4062730,4027970018,QN30,1
13677,CAFE 23,wealthier,10022,American,4/18/19,10B,N,1,4/18/19,40.75912931,-73.96833234,106,4,10800,1038577,1013290001,MN19,1
13678,PREGO'S PIZZA,less wealthy,10469,Pizza,2/11/19,06F,Y,1,2/11/19,40.86304454,-73.85816312,211,13,32400,2051802,2044500085,BX07,1
13679,HARLEM BURGER CO.,wealthier,10026,American,3/26/19,02G,Y,1,3/26/19,40.8058101,-73.95433439,110,9,22000,1058408,1019240001,MN11,1
13680,PUEBLO QUERIDO COFFEE,less wealthy,11222,Café/Coffee/Tea,10/9/19,06A,Y,1,10/9/19,40.73043802,-73.95173067,301,33,57500,3414018,3025590036,BK76,1
13681,MALVA PIZZERIA,less wealthy,11226,Pizza/Italian,1/13/20,04L,Y,1,1/13/20,40.64949331,-73.96289972,314,40,51002,3117087,3050990002,BK42,1
13682,CHIRPING CHICKEN,wealthier,10028,Chicken,12/12/19,10F,N,1,12/12/19,40.77455006,-73.95415372,108,5,13800,1049825,1015430049,MN32,1
13683,LE PAIN QUOTIDIEN,wealthier,10014,American,4/18/19,06E,Y,1,4/18/19,40.7284278,-74.00715106,102,3,3700,1010379,1005990064,MN24,1
13684,CYPRIANA,less wealthy,11101,Delicatessen,11/26/19,06F,Y,1,11/26/19,40.74192093,-73.92844235,402,26,18900,4003268,4002290032,QN31,1
13685,B.GOOD,less wealthy,11201,American,7/26/19,10B,N,1,7/26/19,40.69462053,-73.99367118,302,33,502,3001987,3002430017,BK09,1
13686,KINGS COUNTY DISTILLERY,less wealthy,11205,Café/Coffee/Tea,10/18/19,06C,Y,1,10/18/19,40.69801326,-73.97498635,302,33,54300,3335129,3020230001,BK99,1
13687,KITTEN CAFE,less wealthy,11238,Café/Coffee/Tea,2/13/19,06D,Y,1,2/13/19,40.68823108,-73.95709795,303,35,23300,3055796,3019530039,BK75,1
13688,CASA GALICIA,less wealthy,11103,Spanish,10/17/19,09B,N,1,10/17/19,40.76199498,-73.91851532,401,22,6300,4010551,4006590005,QN70,1
13689,OPPA / W4 PIZZA,wealthier,10014,American,9/25/19,10B,N,1,9/25/19,40.73193034,-74.00132782,102,3,6700,1010147,1005900032,MN23,1
13690,HANK'S JUICY BEEF,wealthier,10007,Sandwiches,1/13/20,02G,Y,1,1/13/20,40.71451733,-74.00709546,101,1,2100,1079153,1001357504,MN24,1
13691,THE BROOKLYN TREE,less wealthy,11206,American,7/25/19,10B,N,1,7/25/19,40.70743236,-73.94201607,301,34,49300,3071220,3030620020,BK78,1
13692,SWEETS BY CHLOE,wealthier,10012,Bakery,9/16/19,10F,N,1,9/16/19,40.72907853,-74.00100664,102,1,6500,1008715,1005400043,MN23,1
13693,BY CHLOE,wealthier,10012,Vegetarian,5/20/19,04H,Y,1,5/20/19,40.72270515,-73.99696954,102,1,4300,1007552,1004960032,MN24,1
13694,SUBWAY,less wealthy,10468,Sandwiches,4/26/19,10F,N,1,4/26/19,40.86777847,-73.899049,207,14,26500,2014456,2032050021,BX30,1
13695,CENTRO ESPANOL,less wealthy,11103,Spanish,9/3/19,10F,N,1,9/3/19,40.758561,-73.91810804,401,22,15500,4011161,4006790007,QN70,1
13696,COZY COFFEE,less wealthy,11216,Café/Coffee/Tea,5/30/19,10B,N,1,5/30/19,40.68138386,-73.94641582,303,36,26900,3331201,3018510001,BK75,1
13697,LARINA PASTIFICIO & VINO,less wealthy,11205,Italian,6/4/19,08A,N,1,6/4/19,40.69315943,-73.97048778,302,35,18700,3058178,3020460093,BK68,1
13698,SWEETGREEN GREENWICH VILLAGE,wealthier,10014,Armenian,12/5/19,10B,N,1,12/5/19,40.73009682,-74.00234165,102,3,6700,1008367,1005270076,MN23,1
13699,DON PATRON BAR & GRILL,less wealthy,11218,Mexican,10/2/19,10F,N,1,10/2/19,40.64742809,-73.96820178,314,40,50600,3116398,3050730037,BK42,1
13700,DESIRED TASTE INTERNATIONAL FOOD,less wealthy,11354,Chinese,5/22/19,08A,N,0,5/22/19,40.76410173,-73.83164658,407,20,86900,4458328,4049580036,QN22,0
13701,AVRA MADISON ESTIATORIO,wealthier,10022,Greek,2/5/19,09C,N,1,2/5/19,40.7643726,-73.9713622,108,4,11401,1040763,1013740060,MN40,1
13702,WO KEE NOODLE,less wealthy,11366,Chinese,1/6/20,04L,Y,1,1/6/20,40.72299191,-73.79998849,408,24,126700,4152119,4070190005,QN38,1
13703,DUNKIN,wealthier,10025,Café/Coffee/Tea,2/8/19,10F,N,1,2/8/19,40.79501232,-73.97150066,107,7,18300,1056064,1018680044,MN12,1
13704,99¢ FRESH PIZZA,wealthier,10018,Pizza,6/13/19,09A,N,1,6/13/19,40.75442021,-73.98710355,105,3,11300,1022560,1009930005,MN17,1
13705,ERNST AND YOUNG,wealthier,10036,Café/Coffee/Tea,12/17/19,06C,Y,1,12/17/19,40.75570202,-73.98720798,105,3,11300,1024656,1010130029,MN17,1
13706,KENNEDY FRIED CHICKEN,less wealthy,10468,Chicken,10/30/19,02B,Y,0,10/30/19,40.86809242,-73.90025975,208,14,26701,2015248,2032480001,BX28,0
13707,BLUE CAFE RESTAURANT,less wealthy,11216,Spanish,1/10/20,06A,Y,1,1/10/20,40.67981283,-73.9388927,303,36,27300,3053680,3018580034,BK35,1
13708,ASIAN 59,wealthier,10022,Chinese/Japanese,10/30/19,02B,Y,1,10/30/19,40.76136841,-73.96614013,108,4,11000,1043339,1014140005,MN31,1
13709,CHINA EXPRESS,less wealthy,11211,Chinese,1/9/20,10I,N,0,1/9/20,40.70615994,-73.95031642,301,34,51100,3325853,3030580100,BK90,0
13710,HENRIETTA HUDSON,wealthier,10014,American,6/11/19,04L,Y,1,6/11/19,40.73104634,-74.00670754,102,3,6700,1077817,1005847501,MN23,1
13711,ANDELLAS PIZZERIA,wealthier,10312,Pizza/Italian,6/19/19,10F,N,1,6/19/19,40.56548347,-74.1829027,503,51,22800,5077604,5059000120,SI05,1
13712,LAST STOP BAR & GRILL,less wealthy,10470,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/19/19,04L,Y,0,11/19/19,40.90234036,-73.85130699999999,212,11,41400,2071123,2050830061,BX62,0
13713,BAKERY MOCANA,wealthier,10040,Bakery,12/11/19,06A,Y,1,12/11/19,40.85314792,-73.93091403,112,10,26900,1063806,1021580001,MN35,1
13714,CHA CHA MATCHA,wealthier,10013,Café/Coffee/Tea,3/7/19,10B,N,1,3/7/19,40.72024856,-73.99623732,102,1,4100,1006985,1004710043,MN24,1
13715,JUICE PRESS @EQUINOX,wealthier,10024,"Juice, Smoothies, Fruit Salads",12/2/19,08A,N,1,12/2/19,40.78146869,-73.97955515,107,6,16300,1087660,1011687501,MN12,1
13716,DOMA,less wealthy,11104,Korean,1/9/19,10D,N,1,1/9/19,40.74472263,-73.92311982,402,26,18102,4002451,4001880005,QN31,1
13717,LILY'S CHINESE & JAPANESE,wealthier,10038,Chinese/Japanese,1/10/19,10F,N,1,1/10/19,40.71212683,-73.99782852,103,1,2700,1003361,1002790002,MN27,1
13718,TACO MAHAL,wealthier,10014,Tex-Mex,1/3/20,06A,Y,1,1/3/20,40.73228711,-74.00350357,102,3,6700,1010158,1005900055,MN23,1
13719,DOMINO'S,wealthier,10038,Pizza,5/31/19,10F,N,1,5/31/19,40.71189076,-73.99689428,103,1,800,1003323,1002760053,MN27,1
13720,CHINA RESTAURANT,less wealthy,11203,Chinese,5/10/19,10F,N,1,5/10/19,40.65034542,-73.9302203,317,45,86200,3102877,3046980043,BK96,1
13721,K-TOWN BBQ,wealthier,10001,Korean,12/4/19,06B,Y,1,12/4/19,40.74730839,-73.98590313,105,4,7600,1015823,1008330047,MN17,1
13722,DALTON'S BAR AND GRILL,less wealthy,11370,American,12/18/19,04L,Y,0,12/18/19,40.76462036,-73.88488519,403,22,32900,4024027,4010960022,QN28,0
13723,CHOP'T,wealthier,10018,Salads,3/14/19,02B,Y,1,3/14/19,40.7549197,-73.9866595,105,4,11300,1022568,1009930047,MN17,1
13724,RESTAURANT ANTOJITOS,less wealthy,11421,Spanish,11/6/19,02G,Y,0,11/6/19,40.69285409,-73.85452382,409,32,1800,4184215,4089320001,QN53,0
13725,ANGELO'S PIZZA,less wealthy,11101,Pizza,1/7/20,10F,N,1,1/7/20,40.7351485,-73.93586846,402,26,19900,4003629,4003040020,QN31,1
13726,SCHILLING,wealthier,10006,Eastern European,3/27/19,06D,Y,1,3/27/19,40.70861541,-74.01421851,101,1,1300,1001047,1000530006,MN25,1
13727,PEET'S COFFEE,wealthier,10003,Café/Coffee/Tea,4/4/19,06C,Y,1,4/4/19,40.73463906,-73.99080956,102,2,6100,1080133,1005650015,MN23,1
13728,SIMPLYLIFE BAKERY CAFE INC,less wealthy,11204,Chinese,3/28/19,06D,Y,1,3/28/19,40.61645488,-73.99976227,311,43,18800,3159557,3062140013,BK28,1
13729,LOS NISPEROS PERUVIAN RESTAURANT,less wealthy,10455,Peruvian,7/15/19,09C,N,1,7/15/19,40.81482318,-73.91465705,201,8,4300,2098210,2022750005,BX39,1
13730,BARNEY BROWN,wealthier,10001,American,1/13/20,10H,N,1,1/13/20,40.74629328,-73.99031351,105,3,7600,1015711,1008300004,MN17,1
13731,SIMPLE ELDRIDGE,wealthier,10002,Japanese,2/12/19,06C,Y,1,2/12/19,40.7181184,-73.99199508,103,1,1800,1005573,1004180047,MN27,1
13732,JUICE PRESS @ EQUINOX,wealthier,10007,"Juice, Smoothies, Fruit Salads",9/9/19,10F,N,1,9/9/19,40.71416306,-74.00967819,101,1,2100,1001410,1001260027,MN24,1
13733,GREAT WALL,less wealthy,11219,Chinese,1/8/20,08A,N,1,1/8/20,40.62901991,-74.01164363,310,43,12801,3143037,3057710019,BK30,1
13734,JADE BAMBOO,less wealthy,11379,Chinese,4/24/19,06D,Y,1,4/24/19,40.71827022,-73.87257395,405,30,67700,4070126,4030160079,QN21,1
13735,NEW PEOPLE RESTAURANT,less wealthy,11216,Chinese,2/19/19,06F,Y,1,2/19/19,40.67993199,-73.94107384,303,36,26900,3053626,3018570009,BK75,1
13736,IHOP,wealthier,10033,American,4/5/19,02B,Y,1,4/5/19,40.84722614,-73.93812385,112,10,26300,1063560,1021450015,MN36,1
13737,GRAFFITI,wealthier,10013,American,3/22/19,10F,N,1,3/22/19,40.71610653,-74.00736978,101,1,3300,1086485,1001460023,MN24,1
13738,3 IN 1 KITCHEN,less wealthy,11219,American,11/18/19,04N,Y,1,11/18/19,40.6382951,-73.99778409,312,44,11400,3137602,3056390010,BK88,1
13739,PASTELES CAPY,less wealthy,11421,Bakery,5/28/19,10F,N,1,5/28/19,40.69333255,-73.85305509,409,32,1400,4182099,4088700051,QN53,1
13740,NEW SUKI SUSHI,less wealthy,11209,Japanese,6/10/19,04L,Y,1,6/10/19,40.61906595,-74.03286528,310,43,5800,3155069,3061020041,BK31,1
13741,PRIMARY,wealthier,10004,Café/Coffee/Tea,11/25/19,04J,Y,0,11/25/19,40.70567313,-74.01330176,101,1,900,1000811,1000220013,MN25,0
13742,LITTLE SHEEP MONGOLIAN HOT POT,wealthier,10002,Asian,1/7/20,05D,Y,0,1/7/20,40.71770412,-73.99519131,103,1,1600,1003923,1003040006,MN27,0
13743,SALOME LATIN CUISINE,less wealthy,10462,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/27/19,10I,N,1,6/27/19,40.83408336,-73.85264545,209,18,9200,2026602,2038140036,BX59,1
13744,TAKE A BREAK & I'LL BAKE CAFE & CREPERIE,less wealthy,11231,Café/Coffee/Tea,5/9/19,10F,N,1,5/9/19,40.6761566,-73.99887158,306,39,7700,3008110,3004740005,BK33,1
13745,LENA'S ITALIAN KITCHEN,wealthier,10016,Italian,1/15/20,02G,Y,0,1/15/20,40.74252841,-73.97747406,106,2,7000,1019957,1009110033,MN20,0
13746,AAHAR,wealthier,10007,Indian,10/29/19,10H,N,1,10/29/19,40.71329037,-74.00777347,101,1,2100,1001399,1001240004,MN24,1
13747,REAZON CAFE & LOUNGE,less wealthy,11230,Other,6/17/19,10F,N,1,6/17/19,40.6111184,-73.96258257,314,48,54200,3181690,3067580069,BK43,1
13748,KEVIN CAR WASH AND DELICATESSEN,less wealthy,10456,Spanish,11/22/19,08A,N,1,11/22/19,40.82969057,-73.90647136,203,16,14500,2001326,2023720047,BX01,1
13749,ESSEX TAQUERIA,wealthier,10002,Mexican,3/7/19,10F,N,1,3/7/19,40.71950413,-73.98772001,103,1,1800,1005331,1004100052,MN27,1
13750,SUBWAY,less wealthy,11229,Sandwiches,3/27/19,10F,N,1,3/27/19,40.60168874,-73.93507525,315,46,56800,3336726,3073700010,BK44,1
13751,EL DIAMANTE BOULEVARD BAR CORP,less wealthy,11368,American,11/20/19,06D,Y,0,11/20/19,40.74610549,-73.86822583,404,21,46500,4039921,4015990049,QN29,0
13752,SUNSET BEER AND WINE LOUNGE,less wealthy,11220,American,6/16/18,10B,N,1,6/16/18,40.64758527,-74.01468833,307,38,2000,3013159,3007890038,BK32,1
13753,JIMMY'S DELI & GRILL,less wealthy,11219,Delicatessen,12/26/19,10F,N,1,12/26/19,40.63822649,-73.99788498,312,44,11400,3137610,3056390018,BK88,1
13754,LENWICH,wealthier,10022,Sandwiches,3/26/19,10F,N,1,3/26/19,40.7574655,-73.96662219,106,5,10800,1039938,1013470001,MN19,1
13755,PATTIE HUT & GRILL,less wealthy,11216,Caribbean,11/8/19,02B,Y,1,11/8/19,40.67889581,-73.94964098,303,36,24700,3338784,3018670005,BK61,1
13756,HOUSE OF GYRO & SHAWARMA,less wealthy,11385,Middle Eastern,5/28/19,04L,Y,1,5/28/19,40.70304332,-73.89535377,405,30,58100,4088119,4036290001,QN20,1
13757,SUBWAY,less wealthy,10462,Sandwiches,5/15/19,10B,N,1,5/15/19,40.83623663,-73.86035268,209,18,21200,2096682,2039387501,BX46,1
13758,CHICKEN V,less wealthy,11214,Chinese,12/30/19,06D,Y,1,12/30/19,40.60488835,-73.99874675,311,47,28400,3166866,3063740052,BK28,1
13759,SWEETGREEN WALL STREET,wealthier,10005,Salads,4/4/19,06D,Y,1,4/4/19,40.70574221,-74.00834246,101,1,700,1000829,1000270017,MN25,1
13760,SWEETGREEN,wealthier,10028,Salads,10/2/19,08A,N,1,10/2/19,40.77784399,-73.95470749,108,5,14801,1047679,1015130038,MN40,1
13761,LADY M CONFECTIONS,wealthier,10001,Café/Coffee/Tea,5/31/19,08C,N,1,5/31/19,40.74530226,-73.98852002,105,4,7600,1015727,1008300028,MN17,1
13762,DELICIOUS,wealthier,10029,Chinese,8/6/19,10B,N,1,8/6/19,40.78773985,-73.94453511,111,8,16400,1052652,1016730004,MN33,1
13763,LA CALETA ECUATORIANA,less wealthy,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/13/19,10F,N,1,11/13/19,40.69902028,-73.91271054,304,37,43900,3076357,3033360021,BK77,1
13764,SWEETGREEN ASTOR PLACE,wealthier,10003,Salads,11/26/19,06D,Y,1,11/26/19,40.72996483,-73.99219571,102,2,5700,1080094,1005450026,MN23,1
13765,LONG HING KITCHEN,less wealthy,11417,Chinese,4/25/19,06F,Y,1,4/25/19,40.68210626,-73.83671819,410,32,9400,4202101,4095270011,QN55,1
13766,THE WINDJAMMER,less wealthy,11385,American,5/7/19,10F,N,1,5/7/19,40.70922626,-73.90689352,405,30,59100,4080611,4033830041,QN20,1
13767,SO GONG DONG TOFU HOUSE,less wealthy,11355,Korean,1/28/19,04C,Y,1,1/28/19,40.76213646,-73.81556249,407,20,116700,4533261,4050540024,QN51,1
13768,KENNEDY FRIED CHICKEN,less wealthy,11203,Chicken,3/18/19,10F,N,1,3/18/19,40.65034543,-73.93024192,317,45,86000,3102841,3046970034,BK91,1
13769,CARNIVAL PALACE,less wealthy,11421,Chinese,11/29/19,06C,Y,1,11/29/19,40.69332708,-73.85306592,409,32,1400,4182100,4088700053,QN53,1
13770,HIGHWAY DELI & COFFEE SHOP,less wealthy,11365,American,8/16/19,04H,Y,1,8/16/19,40.73761529,-73.79642974,408,24,122300,4149063,4069010032,QN38,1
13771,METROGRAPH,wealthier,10002,American,5/10/19,02G,Y,1,5/10/19,40.71494812,-73.99099986,103,1,1600,1003855,1002980028,MN27,1
13772,JULIA'S COFFEE SHOP,less wealthy,10451,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/16/19,10F,N,1,8/16/19,40.81574728,-73.92521595,201,8,5100,2000995,2023400219,BX39,1
13773,JONES DAY CAFE & COFFEE BAR,wealthier,10281,American,9/13/19,09C,N,1,9/13/19,40.71452196,-74.01567709999999,101,1,31703,1000060,1000160150,MN25,1
13774,HO WAN,less wealthy,11419,Chinese,9/30/19,08A,N,1,9/30/19,40.68480704,-73.83097498,410,28,9800,4201829,4095160028,QN55,1
13775,CHOPSTIX,less wealthy,11209,Chinese,3/15/19,06C,Y,1,3/15/19,40.62272115,-74.02539238,310,43,14200,3152852,3060270007,BK31,1
13776,KUNG FU TEA,less wealthy,11354,Café/Coffee/Tea,3/21/19,04A,Y,1,3/21/19,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22,1
13777,THE QUARTER,less wealthy,11217,American,12/11/19,02H,Y,1,12/11/19,40.68716863,-73.97483899,302,35,3300,3058846,3020997501,BK68,1
13778,cafe paulette,less wealthy,11217,French,9/6/19,05D,Y,0,9/6/19,40.68933451,-73.97601729,302,35,3300,3058809,3020990041,BK68,0
13779,SWEET BROOKLYN BAR & GRILL,less wealthy,11216,American,11/15/19,08A,N,1,11/15/19,40.677800700000006,-73.94976439,308,36,31500,3029766,3012000050,BK61,1
13780,CHIKARASHI,wealthier,10013,Japanese,8/20/19,06C,Y,1,8/20/19,40.71774265,-73.99957072,102,1,4100,1002670,1002070020,MN24,1
13781,DOLCE BROOKLYN,less wealthy,11231,Italian,12/7/19,04A,Y,1,12/7/19,40.67854399,-74.01148286,306,38,5300,3008479,3005460003,BK33,1
13782,NOSTRAND CAFE,less wealthy,11216,Café/Coffee/Tea,9/6/19,02G,Y,1,9/6/19,40.68981256,-73.95144648,303,36,25100,3049937,3017890010,BK75,1
13783,BLUE BOTTLE COFFEE,wealthier,10018,Café/Coffee/Tea,1/13/20,10F,N,1,1/13/20,40.75314901,-73.98411887,105,4,8400,1016057,1008410080,MN17,1
13784,TACO BELL,less wealthy,10475,Mexican,8/7/19,06D,Y,1,8/7/19,40.88275956,-73.82412296,210,12,46201,2000000,2052520005,BX13,1
13785,BLUE BOTTLE COFFEE,less wealthy,11201,Café/Coffee/Tea,12/20/19,10F,N,1,12/20/19,40.6871764,-73.98955411,302,33,4300,3001060,3001880001,BK38,1
13786,OKEEFES,less wealthy,11201,American,5/21/19,10F,N,1,5/21/19,40.69202107,-73.99124096,302,33,900,3002552,3002657501,BK09,1
13787,BLUE BOTTLE COFFEE,wealthier,10011,Café/Coffee/Tea,11/21/19,06D,Y,1,11/21/19,40.74245631,-74.00684222,104,3,8300,1080355,1007120001,MN13,1
13788,MARGARITA ISLAND,less wealthy,11224,"Bottled beverages, including water, sodas, juices, etc.",6/7/19,10B,N,1,6/7/19,40.57473494,-73.97903193,313,47,35200,3245150,3086960035,BK21,1
13789,LANZHOU HANDMAKE NOODLE,less wealthy,11354,Chinese,9/17/19,08A,N,1,9/17/19,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22,1
